sl no,date,daily travel emission,daily energy emission,daily dietary emission,daily waste emission,daily water emission,daily appliances emission,daily activity emission
3150,28/2/2018,2.515,5,12,5,2.722,2.749,40.564
3151,28/2/2018,3.387,11.497,2,3.28,1.715,3.303,47
3152,11/2/2018,2.77,10.273,10.308,3.42,1,5,17
3153,20/6/2018,1,17.446,9.23,4.16,3.323,1,21.402
3154,11/2/2018,2.321,12.039,2,3.46,1.243,4.19,47
3155,2/2/2018,1.883,5,12,3.29,4.685,2.516,34.432
3156,11/2/2018,4.233,14.423,2,3.27,2.488,3.555,47
3157,4/2/2018,2.492,18.268,3.93,3.97,1.426,4.257,47
3158,12/2/2018,3.523,5,12,4.13,2.698,3.52,17
3159,11/2/2018,1.362,5,6.501,3.33,1.432,1,21.536
3160,27/2/2018,3.255,6.236,2,3.27,1.37,1.527,47
3161,12/2/2018,1.135,16.263,2,1,1,2.755,47
3162,16/9/2018,4.071,17.664,12,2.62,4.594,1,27.201
3163,28/2/2018,3.388,12.235,2,2.04,2.477,5,20.909
3164,3/2/2018,2.485,6.303,2,4.61,1,1,20.257
3165,12/2/2018,2.594,11.799,2.902,1.58,4.971,3.407,31.225
3166,19/3/2019,1.939,5,8.758,1.49,3.526,4.595,17
3167,1/2/2018,2.575,8.109,2,2.51,4.627,4.257,34.183
3168,12/2/2018,2.534,10.591,7.829,4.62,1.399,3.467,33.269
3169,11/2/2018,2.536,12.744,12,3.65,1.179,3.404,38.107
3170,11/2/2018,2.473,5,6.745,2.58,1.513,1,21.465
3171,19/2/2018,5,11.68,7.323,5,3.48,3.275,47
3172,28/2/2018,3.392,12.25,5.919,3.45,2.363,5,47
3173,1/3/2019,3.018,5,6.14,1.77,4.553,5,29.362
3174,11/2/2018,3.654,5,12,4.08,1,3.929,33.729
3175,26/2/2018,5,5,9.048,3.38,1.732,4.677,36.962
3176,25/10/2018,2.321,5,4.945,1,3.245,3.686,47
3177,11/2/2018,4.278,5,2,4.58,1,3.239,47
3178,12/2/2018,1.541,5,11.4,4.39,3.699,3.724,20.484
3179,27/2/2018,2.476,15.948,7.554,3.74,1,1,26.377
3180,27/2/2018,4.26,20,5.666,3.58,1,3.813,22.871
3181,2/2/2018,2.899,5,12,4.66,4.994,2.171,17
3182,11/2/2018,1,15.974,2,3.79,1.509,4.627,33.651
3183,3/3/2018,1.563,16.371,4.416,3.47,1.872,2.467,36.341
3184,25/10/2018,2.513,13.895,2,2.45,1,4.364,20.039
3185,12/2/2018,3.428,5,12,3.83,1.734,2.412,44.121
3186,12/6/2018,2.518,5,7.789,1.79,1.919,3.906,45.703
3187,2/1/2018,2.893,20,2,3.41,3.496,5,40.192
3188,2/2/2018,4.101,5,2,1.44,1.388,3.331,47
3189,12/2/2018,5,7.167,6.965,4.98,4.472,1.826,39.741
3190,25/10/2018,1.578,5,2.879,3.37,2.57,3.275,46.238
3191,12/2/2018,2.476,17.246,10.583,4.27,3.507,4.234,21.712
3192,9/2/2018,1.404,7.745,8.254,1.53,3.453,3.283,39.867
3193,20/6/2018,4.76,5,12,3.18,1.309,5,22.625
3194,15/2/2018,2.502,5,2,1,1,2.748,29.587
3195,27/2/2018,1.372,5,12,2.4,2.584,4.056,35.58
3196,11/2/2018,5,5,8.72,3.56,4.508,5,40.602
3197,28/2/2018,3.3,20,12,2.46,3.593,4.653,17
3198,11/2/2018,1,10.971,5.891,3.66,3.436,2.682,44.042
3199,17/2/2018,2.625,13.245,2,1,4.609,1,45.807
3200,26/1/2018,3.54,5,2,3.33,3.576,3.306,44.214
3201,30/10/2018,1,6.492,3.082,2.65,3.303,1.85,28.183
3202,11/2/2018,3.053,5.97,2.436,3.35,4.497,4.236,43.141
3203,20/6/2018,1,14.335,2,1,1.795,4.364,22.878
3204,4/2/2018,1.387,14.496,6.912,1.4,1,4.279,34.097
3205,3/2/2018,3.503,12.04,2,1,1.536,4.947,23.938
3206,26/10/2018,5,20,3.21,4.44,1,1.869,20.734
3207,11/2/2018,3.13,5,2,3.56,1.861,2.843,34.829
3208,11/2/2018,2.46,10.301,10.45,2.69,3.391,4.676,19.52
3209,4/2/2018,3.173,5,2,3.7,2.621,3.312,26.054
3210,19/2/2018,2.858,11.31,11.137,4.49,4.097,1,47
3211,4/2/2018,1,20,2.406,2.43,3.447,4.677,45.379
3212,11/2/2018,1.992,10.373,2,3.61,1,2.437,20.247
3213,8/1/2018,3.353,14.252,2,3.3,3.499,4.014,43.616
3214,12/6/2018,3.242,18.998,6.405,3.47,5,1,26.546
3215,14/1/2018,3.402,12.719,9.227,5,1.915,2.456,46.793
3216,28/2/2018,2.534,15.535,12,2.14,1.677,4.415,29.056
3217,17/10/2018,3.111,16.465,2,4.34,2.559,1,21.657
3218,27/2/2018,2.462,20,4.221,2.43,1.833,4.356,41.662
3219,27/2/2018,4.282,11.446,2,3.27,3.257,3.65,18.843
3220,12/2/2018,2.472,20,2,1,3.121,1.878,47
3221,19/2/2018,5,20,2.357,2.36,2.948,3.54,17
3222,18/6/2018,4.586,5,2.969,4.41,3.532,3.617,39.852
3223,11/2/2018,2.51,10.271,2,1,5,2.545,47
3224,11/2/2018,4.811,20,12,4.3,3.092,1.922,47
3225,9/2/2018,4.748,5,12,1.43,4.157,4.697,27.754
3226,12/2/2018,1,5,2,3.94,3.946,3.395,17
3227,4/2/2018,2.602,19.703,2,2.61,3.829,4.399,35.698
3228,19/2/2018,1.675,10.458,2,2.64,2.159,3.298,17.814
3229,12/2/2018,4.075,5.474,10.318,3.75,1,1.657,20.985
3230,12/2/2018,4.415,5,12,5,3.991,3.308,17
3231,12/2/2018,2.817,5,12,3.97,2.666,3.624,32.457
3232,9/2/2018,2.669,13.045,12,3.24,3.357,4.268,39.763
3233,11/11/2018,1.423,5,6.119,3.28,1.679,5,36.363
3234,11/2/2018,1.471,5,2,2.61,2.53,4.523,20.736
3235,4/2/2018,2.473,17.7,12,3.09,1.244,2.469,47
3236,28/2/2018,1.765,13.109,2,3.74,2.466,5,24.952
3237,11/2/2018,3.073,5,12,4.55,3.322,3.286,17
3238,15/2/2018,2.525,10.645,8.086,2.74,2.842,3.942,17
3239,12/6/2018,2.755,20,12,3.38,4.688,4.694,26.123
3240,9/2/2018,5,19.934,2,3.29,3.239,1.942,41.584
3241,31/10/2018,4.197,5,6.91,3.47,1.526,4.438,24.327
3242,25/2/2018,3.305,13.647,4.599,5,2.482,4.581,26.905
3243,12/2/2018,4.084,5,7.542,4.19,1.776,2.469,17
3244,25/10/2018,1,10.709,2,3.29,1,5,20.214
3245,12/6/2018,2.858,10.536,12,3.56,4.306,4.437,17
3246,4/2/2018,2.312,10.776,9.971,2.48,3.257,3.27,33.094
3247,25/2/2018,4.255,5,2,3.27,1.564,4.689,42.573
3248,10/11/2018,2.717,10.906,2,1.51,1.421,5,17
3249,3/3/2018,2.578,10.36,2,2.83,3.526,3.312,22.396
3250,27/2/2018,5,10.466,12,2.43,1,4.532,28.842
3251,25/10/2018,1.459,5,12,3.3,3.306,1.663,40.661
3252,9/2/2018,2.465,16.682,8.911,1.39,3.27,1.9,23.358
3253,11/2/2018,1.559,10.383,12,1.46,3.531,1,36.6
3254,12/6/2018,1.822,5,12,5,1,3.549,25.992
3255,25/2/2018,3.399,13.099,2.578,1,3.998,3.409,17
3256,11/2/2018,1.624,12.549,2.921,3.04,3.459,1,38.65
3257,12/2/2018,4.128,20,2,3.37,1,5,23.444
3258,12/2/2018,1,11.186,9.388,3.28,4.356,4.136,36.444
3259,11/1/2018,1.411,8.478,6.62,2.46,2.649,2.751,47
3260,11/11/2018,1.372,5,12,5,3.49,3.434,47
3261,11/2/2018,2.651,5,7.683,5,1.567,3.299,20.501
3262,11/2/2018,1,20,9.34,3.67,4.639,1.842,43.085
3263,10/2/2018,2.979,5,9.638,1.43,3.241,1.902,47
3264,23/9/2018,1.759,5,3.713,2.87,2.899,1.374,21.463
3265,13/2/2018,1,15.673,2,1,4.751,2.589,41.112
3266,28/2/2018,4.342,12.19,12,2.63,1,3.832,26.253
3267,11/11/2018,2.497,17.29,6.96,3.47,3.367,1.412,19.722
3268,27/2/2018,1.39,5,7.088,3.38,4.646,3.693,37.148
3269,19/2/2018,5,20,2.055,3.71,1.33,4.697,39.13
3270,18/2/2018,3.325,10.842,2,2.33,3.062,1,19.969
3271,19/2/2018,3.417,5,5.44,1,1,3.518,41.957
3272,11/2/2018,1.374,11.401,12,4.65,2.15,1,47
3273,3/2/2018,4.075,5,2,4.92,3.132,1,27.711
3274,3/2/2018,3.21,11.376,2,3.11,3.363,3.554,41.299
3275,11/2/2018,2.194,5,4.695,2.08,2.613,1,33.512
3276,10/2/2018,1.808,5,12,1.31,1.908,3.157,26.73
3277,27/2/2018,4.337,11.864,2.152,3.34,1,1,34.544
3278,1/2/2018,2.962,5,11.409,4.55,1.095,3.541,21.378
3279,28/2/2018,2.481,10.456,12,3.86,3.527,1.099,31.574
3280,10/11/2018,2.456,12.05,2,2.83,3.747,5,19.921
3281,11/2/2018,2.204,19.823,4.809,1.21,3.458,2.536,42.604
3282,10/11/2018,4.123,10.366,2,2.5,1.561,5,17
3283,13/1/2019,1.407,11.052,8.993,1.82,4.011,3.962,47
3284,27/2/2018,4.1,10.662,2,2.45,1.284,2.937,22.716
3285,27/2/2018,1.692,5,2,1.55,1,3.487,28.375
3286,12/2/2018,1,5,2,3.35,1.385,1,23.02
3287,27/2/2018,2.94,5,4.062,2.5,3.475,3.511,27.001
3288,5/7/2018,1.394,17.706,12,4.49,1,3.691,22.359
3289,10/1/2018,3.527,15.286,2,3.53,5,5,41.957
3290,20/6/2018,4.736,5.623,12,4.59,1,1.606,35.595
3291,11/2/2018,1,14.152,12,5,1,5,17.905
3292,11/2/2018,3.311,10.643,8.729,4.22,1,3.603,20.549
3293,24/6/2018,3.471,13.535,2,3.51,2.63,3.283,22.559
3294,25/10/2018,2.47,13.432,11.085,4.26,3.271,2.384,35.383
3295,26/1/2018,1.536,5,2,3.49,3.678,3.362,43.971
3296,27/2/2018,2.515,18.355,12,2.43,1,4.5,42.79
3297,10/2/2018,3.276,12.545,12,4.54,3.513,5,47
3298,15/2/2018,5,11.717,2,1.36,1,4.044,42.925
3299,12/2/2018,1,15.663,12,3.16,5,3.564,47
3300,3/2/2018,4.658,16.762,2,3.27,2.515,5,23.405
3301,20/2/2018,3.316,20,4.765,2.52,3.307,4.03,24.832
3302,3/2/2018,3.396,13.401,2,3.39,3.997,3.443,41.044
3303,27/2/2018,4.062,20,2,3.28,2.459,1.063,23.943
3304,12/2/2018,1.128,5,12,5,3.525,5,43.013
3305,11/2/2018,2.568,13.772,2,5,1,1,23.175
3306,28/2/2018,1.934,5,12,3.83,4.717,1.742,47
3307,11/2/2018,2.513,13.544,9.721,1.02,2.281,4.647,31.491
3308,2/2/2018,1.73,5,2.615,2.29,3.094,2.488,23.147
3309,2/5/2018,2.561,5,2,3.31,1.591,3.547,46.162
3310,18/2/2018,1,14.183,11.024,3.32,2.345,3.632,25.183
3311,28/2/2018,4.508,17.517,10.901,3.79,3.367,4.212,47
3312,25/2/2018,1.635,11.045,11.934,4.6,1.677,1,23.581
3313,12/2/2018,2.546,14.011,2.457,2.5,1,1,21.774
3314,11/2/2018,1.047,5,2,3.43,1.004,4.147,33.851
3315,12/2/2018,2.314,15.287,12,1.85,2.734,1.794,47
3316,3/2/2018,1,5,11.923,4.57,3.227,1.358,27.876
3317,12/2/2018,3.983,20,12,4.79,1,1.6,41.652
3318,12/2/2018,3.202,13.493,6.524,2.61,2.606,1.797,41.51
3319,19/2/2018,5,11.091,12,1.5,3.427,3.996,47
3320,12/2/2018,1.479,5.577,3.853,3.45,4.141,3.631,47
3321,2/11/2018,1.386,13.819,2,4.37,3.396,3.366,31.649
3322,11/2/2018,2.536,18.958,2,2.43,1.079,5,33.776
3323,11/2/2018,2.627,10.336,2,1,3.463,3.312,33.519
3324,28/2/2018,3.573,5,5.445,2.52,1,3.881,20.713
3325,10/1/2018,4.12,10.426,2,4.18,1.487,2.359,40.094
3326,10/1/2018,4.636,18.691,2.191,2.7,5,2.43,38.123
3327,28/2/2018,3.486,10.451,2,3.99,2.527,1.88,43.289
3328,7/2/2018,1.909,17.474,2,4.25,2.57,1.406,28.108
3329,11/2/2018,5,20,2,2.43,2.875,4.472,47
3330,10/2/2018,1.351,11.818,12,1.43,1.371,5,23.582
3331,11/11/2018,1,5,9.803,2.43,2.228,3.555,30.381
3332,26/2/2018,2.902,5.635,2,3.31,4.011,3.548,41.17
3333,11/2/2018,2.528,10.289,10.655,3.54,4.792,5,21.41
3334,11/2/2018,5,5,11.643,4.41,2.595,4.22,47
3335,10/11/2018,3.403,5,2,1,2.519,3.529,19.58
3336,11/2/2018,1,5,12,4.58,4.865,4.53,24.734
3337,18/6/2018,1,5,9.387,3.94,3.489,2.569,47
3338,3/2/2018,1.372,15.823,4.707,3.7,2.474,1.953,20.966
3339,3/2/2018,1,10.887,12,3.73,2.683,3.948,40.975
3340,27/2/2018,4.044,11.7,12,3.95,4.675,3.132,31.449
3341,3/11/2018,2.932,5,6.701,1.81,4.582,1,20.18
3342,25/10/2018,1.351,10.968,7.139,1.93,3.503,3.52,20.288
3343,10/2/2018,1,5,11.328,3.32,3.48,1.591,37.446
3344,19/2/2018,2.572,5,5.484,1.49,2.791,4.343,40.866
3345,27/2/2018,2.53,6.486,8.14,1.05,4.118,1.676,20.919
3346,8/11/2018,2.917,10.551,6.393,1.45,3.452,2.525,32.485
3347,11/2/2018,1.402,5,8.037,4.54,1.892,3.851,44.743
3348,19/6/2018,3.331,7.657,11.134,4.67,1.284,1.106,17
3349,1/2/2018,2.478,10.667,5.879,3.44,4.36,1.307,30.851
3350,25/10/2018,1.42,19.374,8.032,3.29,1.016,1.039,27.222
3351,11/1/2018,2.469,9.938,11.923,2.48,3.453,1.324,42.312
3352,20/2/2018,2.522,13.603,12,1.99,3.29,2.458,45.719
3353,11/2/2018,1.483,8.861,2,4.36,4.578,1.411,40.763
3354,3/2/2018,2.019,20,2,2.43,1,3.538,17
3355,1/2/2018,3.132,5,2.706,1.32,3.725,3.586,24.111
3356,28/2/2018,2.462,7.939,2,3.3,2.502,2.911,20.299
3357,10/2/2018,5,20,10.4,3.46,1.352,1.955,47
3358,11/6/2018,3.288,15.67,11.993,2.6,3.703,4.206,32.47
3359,11/2/2018,4.532,6.982,2,2.54,1,3.64,23.143
3360,1/2/2018,4.577,17.344,6.54,3.79,2.459,5,17
3361,26/6/2018,2.701,20,12,3.9,3.678,4.571,34.856
3362,25/2/2018,3.487,20,2.053,3.3,3.107,5,47
3363,23/2/2018,5,5,7.718,4.67,3.936,1.769,30.979
3364,6/2/2018,4.973,18.254,2,3.29,2.586,4.679,28.01
3365,12/6/2018,2.873,5,12,4.1,1,1.822,21.093
3366,17/10/2018,2.962,5,12,3.57,1.136,1,42.638
3367,1/2/2018,3.348,5,9.731,5,5,5,17
3368,27/2/2018,2.549,12.109,8.543,3.39,1.339,4.562,20.742
3369,19/6/2018,4.15,10.619,9.622,3.57,1.364,2.407,20.235
3370,27/2/2018,1.451,5,3.075,4.13,1.493,2.464,17
3371,29/10/2018,5,10.806,7.125,1.88,4.5,4.048,17
3372,12/2/2018,4.044,11.153,6.687,4.26,4.704,2.414,22.757
3373,11/2/2018,4.595,5,7.858,3.34,4.518,3.789,21.94
3374,3/2/2018,2.471,15.379,3.01,3.98,1.128,5,39.168
3375,9/2/2018,5,10.271,7.119,1.43,4.696,3.615,17
3376,26/2/2018,3.474,20,2,3.95,1,4.28,39.102
3377,3/2/2018,1,16.776,5.895,3.91,1.565,4.21,25.654
3378,11/2/2018,1.402,5.913,3.677,3.81,2.833,2.596,17
3379,17/10/2018,1,11.778,2,2.57,3.4,3.892,47
3380,11/2/2018,1.87,16.908,2,3.33,3.537,4.695,35.964
3381,12/2/2018,2.723,5,2,1.51,3.551,1.75,40.566
3382,11/2/2018,2.671,12.027,9.126,1.61,1,1,42.35
3383,11/2/2018,1.71,10.804,8.134,1.97,4.645,2.524,34.321
3384,12/6/2018,5,5,8.203,3.28,1.906,4.707,42.891
3385,11/6/2018,3.146,5,11.58,1.74,1,3.466,24.162
3386,11/2/2018,5,10.436,12,1.49,2.58,5,27.235
3387,17/6/2018,2.639,10.91,2,1,3.271,4.58,23.54
3388,12/2/2018,4.387,5.896,12,2.61,4.617,2.726,44.641
3389,4/2/2018,2.521,10.704,12,3.11,3.434,1.099,37.479
3390,27/2/2018,4.528,10.283,12,3.6,2.778,1.384,17
3391,20/6/2018,1.544,10.428,12,2.32,2.421,4.519,18.668
3392,12/2/2018,4.058,20,2,4.4,4.37,4.156,41.816
3393,2/7/2018,2.622,5,2,3.42,1.174,1.842,17
3394,27/2/2018,3.337,10.306,12,4.32,4.19,2.679,47
3395,9/11/2018,1.22,5,2,2.44,1.393,1.934,33.017
3396,25/10/2018,2.323,5,12,2.56,4.433,3.665,41.441
3397,31/10/2018,4.752,18.473,2.381,2.61,2.995,1.47,17
3398,20/2/2018,4.941,20,7.809,4,1.278,4.643,41.579
3399,11/2/2018,3.26,20,2.424,3.35,3.933,4.665,43.377
3400,11/2/2018,3.422,5,10.954,4.38,3.339,2.898,42.69
3401,22/2/2018,3.44,16.438,2.587,2.38,1,3.297,20.77
3402,12/6/2018,4.084,20,2,3.27,1.71,4.636,40.589
3403,28/2/2018,2.191,11.522,10.814,4.44,4.71,4.063,25.948
3404,9/2/2018,3.293,17.616,2,3.63,3.028,3.418,24.476
3405,25/10/2018,2.541,10.271,11.392,3.8,2.841,1.468,26.971
3406,27/2/2018,1.41,11.226,8.781,4.32,1.983,2.364,23.467
3407,11/2/2018,1.845,8.59,7.17,4.01,1,4.369,34.602
3408,11/2/2018,2.459,5,2,3.98,5,5,17
3409,2/2/2018,2.516,13.98,11.522,2.56,2.761,3.883,30.947
3410,11/2/2018,5,17.104,7.588,3.05,1,3.634,17
3411,11/2/2018,3.302,13.438,2,1,2.598,4.679,47
3412,27/2/2018,2.472,13.478,8.55,3.28,1.822,4.34,33.792
3413,3/3/2018,1.491,5,2.404,2.58,2.586,5,25.378
3414,27/2/2018,1,14.181,2,1.54,1.477,1,17
3415,19/2/2018,1,20,8.389,3.42,2.621,4.296,45.719
3416,28/6/2018,1.376,18.897,12,3.52,1.925,1,46.695
3417,10/2/2018,1,11.328,2,2.17,4.849,3.076,31.617
3418,27/2/2018,1,12.458,11.229,3.95,3.283,4.172,43.068
3419,11/2/2018,1.4,6.34,5.225,1.43,2.91,4.656,40.005
3420,27/2/2018,2.01,5,6.486,3.3,3.836,4.508,41.317
3421,25/10/2018,5,5,8.758,3.58,3.515,4.335,43.866
3422,2/11/2018,1.36,12.869,12,3.42,1.775,1,17
3423,18/3/2019,4.414,10.88,12,1.81,1.899,2.859,38.561
3424,4/2/2018,2.568,5,12,2.5,1.782,3.612,47
3425,25/10/2018,1,13.551,2,3.29,3.67,4.446,35.158
3426,3/3/2018,2.468,10.555,2,1.44,1.382,4.327,17
3427,17/2/2018,1.595,11.068,5.031,1,3.29,2.402,22.267
3428,25/10/2018,2.5,5,8.427,4.48,1.912,2.028,40.495
3429,11/2/2018,1.967,19.554,7.658,4.67,1,4.077,19.714
3430,27/2/2018,1,11.749,6.158,3.74,4.72,5,33.655
3431,12/2/2018,1.293,13.815,3.89,4.52,2.606,3.537,26.696
3432,11/2/2018,2.473,13.142,6.481,3.99,2.424,3.295,39.189
3433,9/2/2018,2.544,13.943,2,2.48,5,1.945,47
3434,12/2/2018,1,5,7.59,3.02,3.501,2.714,32.18
3435,24/10/2018,2.6,10.358,2.752,2.42,1.882,3.427,26.186
3436,28/2/2018,2.46,11.338,8.413,3.36,2.521,3.306,32.158
3437,11/2/2018,1.892,13.289,2.88,3.2,1,4.109,17.933
3438,25/10/2018,4.005,11.811,12,2.58,2.514,3.36,17
3439,27/2/2018,2.549,5,2,3.32,2.575,4.441,41.558
3440,12/2/2018,4.942,5,12,3.41,5,4.553,17
3441,27/2/2018,1.554,5,12,3.21,3.758,1.89,22.625
3442,12/2/2018,1.459,10.581,12,1.73,2.565,5,35.86
3443,11/2/2018,1,5,12,4.42,3.206,2.66,45.596
3444,27/2/2018,3.159,7.472,5.96,3.42,3.479,2.862,47
3445,3/2/2018,2.482,5,5.062,4.67,2.651,3.297,21.224
3446,25/10/2018,2.486,10.28,7.954,3.75,4.673,4.39,17
3447,2/2/2018,2.622,10.74,12,1.49,5,2.685,39.907
3448,18/2/2018,4.139,20,12,3.58,1.742,3.619,30.232
3449,27/2/2018,1.347,11.727,8.901,3.35,1,1.041,34.13
3450,28/2/2018,2.154,16.033,10.252,3.28,1,3.639,47
3451,27/2/2018,4.422,12.452,3.941,4.14,3.337,4.557,20.227
3452,11/2/2018,1.655,15.935,2,3.4,5,4.67,35.875
3453,9/2/2018,1.907,10.774,2.906,3.28,4.48,4.391,47
3454,2/3/2019,4.036,10.564,11.649,2.49,4.696,3.546,20.355
3455,27/2/2018,2.751,5,6.573,1,2.473,3.336,35.414
3456,20/2/2018,2.808,5,12,2.64,1.916,4.401,47
3457,8/11/2018,5,13.053,2,1,2.893,5,41.712
3458,3/2/2018,2.775,17.987,2,1.49,2.618,3.825,47
3459,19/6/2018,2.542,10.628,2,3.56,2.544,3.967,45.283
3460,12/6/2018,1.384,16.724,12,4.89,1,1,22.406
3461,10/2/2018,2.72,13.987,11.349,3.93,1,3.523,19.669
3462,11/2/2018,1,18.67,4.478,2.34,1.645,1,22.939
3463,19/6/2018,2.461,10.433,12,1,2.879,4.238,18.609
3464,20/2/2018,2.518,9.208,7.906,5,2.644,4.137,22.962
3465,11/2/2018,2.463,20,2.947,3.55,4.658,1.686,44.088
3466,27/2/2018,1.4,18.285,4.381,3.92,4.37,4.646,17
3467,19/2/2018,4.812,5,12,3.5,5,3.62,17
3468,3/2/2018,3.879,13.21,2,3.34,1.157,3.559,46.55
3469,3/2/2018,2.464,16.648,9.224,3.28,3.418,1,17
3470,4/2/2018,1.416,20,2,1.48,3.6,4.085,43.104
3471,27/2/2018,3.033,8.38,3.651,3.32,1.473,4.117,35.059
3472,25/2/2018,1.601,17.792,2,2.76,1,4.359,17
3473,20/2/2018,3.463,10.425,7.804,4.24,2.631,4.116,38.451
3474,12/2/2018,3.307,11.016,12,5,3.454,2.757,36.403
3475,9/6/2018,2.557,11.233,4.69,1.69,1.851,5,21.968
3476,12/2/2018,4.126,12.064,11.888,4.3,4.684,2.99,47
3477,11/2/2018,2.673,15.673,2,4.54,1,4.663,17
3478,2/2/2018,5,20,2,1.39,3.856,3.559,31.191
3479,12/2/2018,4.942,9.106,2,3.25,3.378,2.686,17
3480,10/11/2018,5,6.017,5.537,4.51,2.022,1,29.185
3481,23/6/2018,2.736,10.515,6.68,2.67,2.693,5,22.877
3482,1/2/2018,2.62,5,8.019,5,1.663,1,31.613
3483,11/11/2018,2.551,20,10.939,1.98,1,4.007,23.171
3484,27/2/2018,3.507,14.8,2,1,2.583,5,47
3485,8/1/2018,1.852,11.714,2,3.31,4.321,3.553,31.518
3486,4/2/2018,1.664,8.319,12,3.41,2.712,4.311,22.357
3487,1/2/2018,2.462,15.033,7.714,3.39,4.077,1.851,22.026
3488,27/2/2018,2.523,7.515,4.884,4.68,3.532,1,47
3489,19/2/2018,1.409,20,12,1.94,1,3.672,33.702
3490,2/2/2018,1.642,18.432,5.419,1,1,4.68,40.129
3491,9/2/2018,4.073,11.123,2,3.27,1.721,1.938,21.193
3492,16/10/2018,4.051,10.334,12,2.42,3.925,4.059,21.555
3493,12/2/2018,2.551,20,3.488,2.45,3.346,1,32.882
3494,11/2/2018,2.257,5,12,4.43,3.381,3.609,26.466
3495,20/2/2018,3.505,5,2.122,4.03,1.847,4.084,42.527
3496,3/2/2018,3.309,20,2,3.28,2.531,5,41.06
3497,28/2/2018,3.71,10.92,12,2.44,1.789,1.942,39.997
3498,11/2/2018,2.831,5,5.707,1.42,2.638,4.819,47
3499,11/2/2018,2.943,20,2,4.65,3.09,4.584,34.103
3500,12/2/2018,3.161,5,6.074,1,2.565,1.898,47
3501,3/2/2018,1,20,4.048,3.32,2.661,1,44.738
3502,11/2/2018,4.035,10.307,12,3.52,2.764,1,20.449
3503,7/2/2018,4.263,16.541,2.098,4.34,4.504,3.334,23.429
3504,20/6/2018,1,12.98,12,2.6,1.782,4.261,33.314
3505,4/2/2018,2.543,7.735,2,5,2.491,1,17.687
3506,4/2/2018,1.404,18.68,12,3.3,1.39,3.913,46.705
3507,28/2/2018,2.486,18.424,2.335,3.37,1.416,2.42,47
3508,20/2/2018,3.477,15.51,2.362,2.63,3.327,3.834,34.98
3509,3/2/2018,5,11.413,2,1.64,3.777,2.935,20.285
3510,11/2/2018,1.212,5,6.557,3.67,3.766,3.724,26.207
3511,4/2/2018,2.262,5,11.606,5,3.547,3.851,22.296
3512,11/2/2018,3.505,20,2,1.55,3.503,4.057,41.907
3513,12/2/2018,3.083,20,2,3.65,2.477,1,24.976
3514,11/2/2018,4.119,9.484,2.791,4.14,1.578,4.027,17
3515,5/7/2018,2.875,12.808,2.519,3.38,3.356,3.398,20.615
3516,27/2/2018,3.441,12.062,7.752,2.52,1,4.7,17
3517,2/3/2018,1.634,20,7.113,3.31,1.795,4.625,47
3518,11/2/2018,1.649,7.191,11.534,3.3,3.968,4.681,40.268
3519,11/2/2018,2.551,5,2.666,2.91,1.889,2.625,28.405
3520,27/2/2018,1.564,10.3,12,3.8,4.474,4.273,17
3521,10/11/2018,3.455,11.107,2,4.58,1.888,4.082,29.87
3522,12/2/2018,2.461,14.602,2.63,3.55,1.377,3.34,33.049
3523,27/2/2018,1.634,5,12,4.33,1,1,23.836
3524,12/2/2018,3.805,5,12,4.13,3.434,3.823,34.384
3525,11/2/2018,1.849,9.764,4.73,4.47,1.432,1.77,45.402
3526,11/2/2018,1.955,15.874,2,2.42,1,1.9,40.393
3527,12/2/2018,3.765,17.478,12,3.47,3.345,4.687,45.544
3528,18/10/2018,3.527,20,2,3.56,1.751,4.197,29.238
3529,26/10/2018,3.89,5,2,5,2.469,3.279,17
3530,2/3/2018,3.082,11.931,7.06,4.5,1.892,3.118,29.671
3531,4/2/2018,1.417,10.934,12,4.59,2.499,3.689,47
3532,28/2/2018,1.48,10.278,12,1,1.922,2.315,47
3533,19/6/2018,2.46,11.382,9.081,2.06,2.143,1,32.677
3534,26/10/2018,1,11.503,12,4.71,1,1.957,21.852
3535,27/2/2018,4.392,10.939,2,1,1.832,1,45.683
3536,19/2/2018,1,19.587,2,1.91,1,2.553,19.88
3537,11/2/2018,5,5,4.228,1.19,3.599,3.588,26.993
3538,18/1/2018,1,10.713,11.214,1,3.118,1,47
3539,28/2/2018,1.453,15.416,2,3.31,4.684,4.702,21.752
3540,27/2/2018,4.485,16.221,9.517,3.89,4.472,4.536,36.39
3541,28/2/2018,4.021,11.657,12,4.56,2.48,2.648,20.167
3542,11/2/2018,4.527,5,7.623,2.61,3.537,3.408,20.226
3543,10/2/2018,3.339,15.192,6.158,3.78,1,1.442,37.438
3544,28/2/2018,2.985,20,10.078,5,4.3,4.041,25.53
3545,11/2/2018,3.515,12.049,2,2.43,3.496,4.7,24.835
3546,3/3/2018,2.594,20,2,4.16,1.864,3.693,47
3547,15/10/2018,2.049,20,6.318,1.56,2.559,4.412,47
3548,1/2/2018,1.056,5,12,1.39,3.357,1.553,27.419
3549,16/6/2018,2.526,5.602,8.044,4.65,4.498,4.64,17.172
3550,3/2/2018,3.344,7.004,2,3.82,3.195,3.461,45.422
3551,12/2/2018,1.66,14.341,11.723,1.79,1.877,3.477,36.851
3552,9/2/2018,4.62,11.578,6.697,3.37,2.392,2.345,47
3553,19/6/2018,5,5,7.803,4,3.313,4.66,24.191
